Latitude,Longitude,Income Level,Are gut feelings your go-to when making a big decision,Count
28.51103,-81.357841,"Less than $10,000",Reliance on First Impressions,1
28.51633,-81.451559,"$10,000 - $19,999",Reliance on First Impressions,1
28.52823,-81.408642,Prefer not to say,Reliance on First Impressions,1
28.529477,-97.592509,"$20,000 - $29,999",Openness to Revised Impressions,1
28.538336,-81.379237,"$20,000 - $29,999",Reliance on First Impressions,1
28.5409,-97.957001,"Less than $10,000",Openness to Revised Impressions,1
28.5419,-81.3791,"$30,000 - $39,999",Openness to Revised Impressions,1
28.5456,-81.3782,"$20,000 - $29,999",Openness to Revised Impressions,1
28.548379,-81.420092,"$20,000 - $29,999",Reliance on First Impressions,1
28.551137,-97.009923,"$10,000 - $19,999",Openness to Revised Impressions,1
28.556096,-96.600353,"$10,000 - $19,999",Reliance on First Impressions,1
28.556096,-96.600353,"$40,000 - $49,999",Reliance on First Impressions,1
28.556479,-81.33664,"$10,000 - $19,999",Openness to Revised Impressions,1
28.566338,-81.260818,"$20,000 - $29,999",Reliance on First Impressions,1
28.566338,-81.260818,"$30,000 - $39,999",Openness to Revised Impressions,2
28.566338,-81.260818,"Less than $10,000",Reliance on First Impressions,1
28.581499,-81.685146,"$10,000 - $19,999",Openness to Revised Impressions,1
28.58299,-81.894119,"$70,000 - $79,999",Reliance on First Impressions,1
28.586197,-82.395858,"$10,000 - $19,999",Openness to Revised Impressions,2
28.589077,-81.227652,"Less than $10,000",Openness to Revised Impressions,1
28.597377,-81.303592,"$10,000 - $19,999",Reliance on First Impressions,1
28.60999,-82.05508,"$30,000 - $39,999",Reliance on First Impressions,1
28.625287,-80.845853,"$10,000 - $19,999",Reliance on First Impressions,1
28.627958,-82.536465,"Less than $10,000",Reliance on First Impressions,1
28.635425,-81.488843,"Less than $10,000",Reliance on First Impressions,1
28.651275,-81.34184,"$30,000 - $39,999",Openness to Revised Impressions,1
28.664092,-97.460854,"Less than $10,000",Openness to Revised Impressions,1
28.666574,-81.207353,"Less than $10,000",Reliance on First Impressions,1
28.67673,-97.198682,"$40,000 - $49,999",Reliance on First Impressions,1
28.697081,-81.797564,"Less than $10,000",Reliance on First Impressions,1
28.706723,-81.718455,"$30,000 - $39,999",Reliance on First Impressions,1
28.73035,-82.307734,"Less than $10,000",Openness to Revised Impressions,1
28.7386,-81.80869,"$20,000 - $29,999",Openness to Revised Impressions,1
28.7386,-81.80869,Prefer not to say,Reliance on First Impressions,1
28.7508,-82.513889,"$20,000 - $29,999",Openness to Revised Impressions,1
28.752488,-97.033759,"$30,000 - $39,999",Reliance on First Impressions,1
28.754582,-81.26418,"$30,000 - $39,999",Openness to Revised Impressions,1
28.754582,-81.26418,"$70,000 - $79,999",Reliance on First Impressions,1
28.77016,-80.872042,"Less than $10,000",Reliance on First Impressions,1
28.788589,-98.139626,"$30,000 - $39,999",Reliance on First Impressions,1
28.794935,-96.974119,"$10,000 - $19,999",Reliance on First Impressions,1
28.798156,-95.651058,Prefer not to say,Openness to Revised Impressions,1
28.804911,-82.574264,"Less than $10,000",Openness to Revised Impressions,1
28.804947,-96.984711,"$10,000 - $19,999",Openness to Revised Impressions,1
28.804947,-96.984711,"Less than $10,000",Openness to Revised Impressions,1
28.811078,-81.653642,"$10,000 - $19,999",Openness to Revised Impressions,1
28.850606,-82.667285,"$10,000 - $19,999",Reliance on First Impressions,1
28.859286,-82.508694,"$20,000 - $29,999",Openness to Revised Impressions,1
28.85971,-96.33858,Prefer not to say,Openness to Revised Impressions,1
28.85971,-96.33858,Prefer not to say,Reliance on First Impressions,1
28.863361,-81.905624,"$80,000 - $99,999",Reliance on First Impressions,1
28.894647,-96.147768,"$10,000 - $19,999",Openness to Revised Impressions,1
28.904429,-81.743634,"Less than $10,000",Reliance on First Impressions,1
28.905906,-82.061193,"$10,000 - $19,999",Reliance on First Impressions,1
28.910207,-81.523516,"Less than $10,000",Openness to Revised Impressions,1
28.92109,-97.60972,"Less than $10,000",Openness to Revised Impressions,1
28.923468,-81.894367,"$40,000 - $49,999",Reliance on First Impressions,1
28.923468,-81.894367,"Less than $10,000",Openness to Revised Impressions,1
28.939904,-81.301856,"$10,000 - $19,999",Reliance on First Impressions,1
28.944864,-97.882815,"Less than $10,000",Openness to Revised Impressions,1
28.956228,-97.898179,Prefer not to say,Reliance on First Impressions,1
28.965841,-98.857837,"$20,000 - $29,999",Openness to Revised Impressions,1
28.967642,-98.015225,Prefer not to say,Reliance on First Impressions,1
29.005695,-82.18395,"$20,000 - $29,999",Reliance on First Impressions,1
29.015988,-95.890495,Prefer not to say,Reliance on First Impressions,1
29.022729,-81.172169,"$10,000 - $19,999",Openness to Revised Impressions,1
29.022729,-81.172169,"$20,000 - $29,999",Openness to Revised Impressions,1
29.022729,-81.172169,"$20,000 - $29,999",Reliance on First Impressions,4
29.022729,-81.172169,"$80,000 - $99,999",Reliance on First Impressions,1
29.022729,-81.172169,"Less than $10,000",Reliance on First Impressions,1
29.022729,-81.172169,Prefer not to say,Reliance on First Impressions,1
29.028318,-81.303118,"$20,000 - $29,999",Reliance on First Impressions,1
29.053715,-82.038906,"Less than $10,000",Openness to Revised Impressions,1
29.05725,-81.225582,"Less than $10,000",Openness to Revised Impressions,1
29.067417,-96.188569,Prefer not to say,Reliance on First Impressions,1
29.07302,-98.48418,"$20,000 - $29,999",Openness to Revised Impressions,1
29.093677,-97.260776,"Less than $10,000",Reliance on First Impressions,2
29.101529,-82.34129,"$10,000 - $19,999",Openness to Revised Impressions,1
29.10909,-80.984344,Prefer not to say,Reliance on First Impressions,1
29.160515,-81.02646,"$10,000 - $19,999",Reliance on First Impressions,1
29.160515,-81.02646,"Less than $10,000",Openness to Revised Impressions,1
29.160515,-81.02646,"Less than $10,000",Reliance on First Impressions,1
29.183646,-81.329387,"$10,000 - $19,999",Openness to Revised Impressions,1
29.183646,-81.329387,"Less than $10,000",Openness to Revised Impressions,1
29.183991,-95.465083,"$10,000 - $19,999",Openness to Revised Impressions,1
29.187178,-82.112278,"$20,000 - $29,999",Reliance on First Impressions,1
29.195607,-94.981554,"$10,000 - $19,999",Reliance on First Impressions,1
29.195607,-94.981554,"Less than $10,000",Reliance on First Impressions,1
29.199959,-98.847138,"$20,000 - $29,999",Reliance on First Impressions,1
29.200508,-81.406458,"$20,000 - $29,999",Openness to Revised Impressions,1
29.207578,-98.383291,"Less than $10,000",Openness to Revised Impressions,1
29.208908,-81.00227,"Less than $10,000",Reliance on First Impressions,1
29.21041,-98.978383,"$30,000 - $39,999",Openness to Revised Impressions,1
29.213865,-98.755526,"Less than $10,000",Openness to Revised Impressions,1
29.22051,-94.944391,"$30,000 - $39,999",Openness to Revised Impressions,1
29.23914,-96.19996,"Less than $10,000",Openness to Revised Impressions,1
29.240304,-95.954627,"Less than $10,000",Openness to Revised Impressions,1
29.240728,-82.087458,"Less than $10,000",Openness to Revised Impressions,1
29.240728,-82.087458,"Less than $10,000",Reliance on First Impressions,1
29.244623,-81.471982,"$20,000 - $29,999",Reliance on First Impressions,1
29.261079,-82.219513,"$10,000 - $19,999",Reliance on First Impressions,1
29.263549,-81.95316,"Less than $10,000",Openness to Revised Impressions,1
29.269324,-90.195917,"Less than $10,000",Openness to Revised Impressions,1
29.279536,-89.373855,"$10,000 - $19,999",Openness to Revised Impressions,1
29.297302,-97.047148,"$10,000 - $19,999",Openness to Revised Impressions,1
29.299888,-100.421055,"$10,000 - $19,999",Openness to Revised Impressions,1
29.299888,-100.421055,"$10,000 - $19,999",Reliance on First Impressions,1
29.310535,-94.775768,"$10,000 - $19,999",Reliance on First Impressions,1
29.311728,-98.839256,"$50,000 - $59,999",Openness to Revised Impressions,1
29.31692,-81.49257,"Less than $10,000",Reliance on First Impressions,1
29.323178,-98.372743,"$60,000 - $69,999",Openness to Revised Impressions,1
29.325602,-98.732187,"$20,000 - $29,999",Openness to Revised Impressions,1
29.329518,-83.139957,"Less than $10,000",Openness to Revised Impressions,1
29.331033,-97.789879,"$20,000 - $29,999",Reliance on First Impressions,1
29.337795,-82.082367,"Less than $10,000",Openness to Revised Impressions,2
29.34551,-98.087356,"$20,000 - $29,999",Reliance on First Impressions,1
29.346518,-100.928864,"$10,000 - $19,999",Reliance on First Impressions,1
29.349352,-98.442186,"Less than $10,000",Reliance on First Impressions,1
29.349957,-95.77215,"Less than $10,000",Reliance on First Impressions,1
29.35494,-98.371889,"$10,000 - $19,999",Reliance on First Impressions,1
29.362674,-82.254723,Prefer not to say,Reliance on First Impressions,1
29.371436,-98.593411,"$10,000 - $19,999",Openness to Revised Impressions,1
29.37952,-89.590148,"$20,000 - $29,999",Openness to Revised Impressions,1
29.387986,-98.526019,"$30,000 - $39,999",Reliance on First Impressions,1
29.389639,-82.834776,"Less than $10,000",Openness to Revised Impressions,1
29.390123,-98.549932,"$40,000 - $49,999",Openness to Revised Impressions,1
29.402177,-81.33425,"$20,000 - $29,999",Openness to Revised Impressions,1
29.402177,-81.33425,"$30,000 - $39,999",Reliance on First Impressions,1
29.40497,-96.38636,"$10,000 - $19,999",Openness to Revised Impressions,1
29.414183,-98.391741,"Less than $10,000",Openness to Revised Impressions,1
29.418712,-96.234019,"$20,000 - $29,999",Reliance on First Impressions,1
29.422404,-98.525943,"$30,000 - $39,999",Openness to Revised Impressions,1
29.428432,-98.462096,"Less than $10,000",Reliance on First Impressions,1
29.434977,-96.004602,"Less than $10,000",Openness to Revised Impressions,1
29.43746,-97.52888,"$30,000 - $39,999",Reliance on First Impressions,1
29.43746,-97.52888,"Less than $10,000",Openness to Revised Impressions,1
29.437532,-98.461582,"$10,000 - $19,999",Openness to Revised Impressions,4
29.437532,-98.461582,"$10,000 - $19,999",Reliance on First Impressions,1
29.437532,-98.461582,"$20,000 - $29,999",Openness to Revised Impressions,1
29.437532,-98.461582,"Less than $10,000",Openness to Revised Impressions,1
29.437532,-98.461582,Prefer not to say,Reliance on First Impressions,1
29.447211,-97.494649,"$10,000 - $19,999",Openness to Revised Impressions,2
29.447211,-97.494649,"$80,000 - $99,999",Reliance on First Impressions,1
29.447211,-97.494649,"Less than $10,000",Openness to Revised Impressions,1
29.44886,-82.22204,"$20,000 - $29,999",Reliance on First Impressions,1
29.45102,-98.616908,"$10,000 - $19,999",Reliance on First Impressions,1
29.45102,-98.616908,"Less than $10,000",Openness to Revised Impressions,2
29.460597,-98.438554,"$20,000 - $29,999",Openness to Revised Impressions,1
29.466085,-81.282815,"$20,000 - $29,999",Openness to Revised Impressions,1
29.468413,-98.528889,"$40,000 - $49,999",Openness to Revised Impressions,1
29.478468,-95.374419,"Less than $10,000",Reliance on First Impressions,1
29.484089,-96.093732,"$10,000 - $19,999",Reliance on First Impressions,1
29.49357,-96.67109,"$10,000 - $19,999",Reliance on First Impressions,1
29.49357,-96.67109,"$20,000 - $29,999",Openness to Revised Impressions,1
29.501055,-98.853494,"Less than $10,000",Reliance on First Impressions,1
29.50469,-82.27982,"$10,000 - $19,999",Openness to Revised Impressions,1
29.512687,-95.254188,"Less than $10,000",Reliance on First Impressions,1
29.515074,-95.192133,"Less than $10,000",Openness to Revised Impressions,1
29.516401,-98.52303,"$20,000 - $29,999",Reliance on First Impressions,1
29.523018,-94.475459,"Less than $10,000",Reliance on First Impressions,1
29.53107,-96.57525,"$10,000 - $19,999",Reliance on First Impressions,1
29.536502,-81.633608,"Less than $10,000",Reliance on First Impressions,1
29.543813,-98.295356,"$40,000 - $49,999",Openness to Revised Impressions,1
29.54412,-98.92308,"$30,000 - $39,999",Openness to Revised Impressions,1
29.561554,-95.279739,"Less than $10,000",Openness to Revised Impressions,1
29.56412,-95.02548,"Less than $10,000",Openness to Revised Impressions,1
29.56692,-90.37625,"$10,000 - $19,999",Reliance on First Impressions,1
29.573293,-82.397904,"Less than $10,000",Reliance on First Impressions,1
29.58203,-81.744852,"$20,000 - $29,999",Openness to Revised Impressions,1
29.585862,-98.406811,"Less than $10,000",Openness to Revised Impressions,1
29.590028,-98.525262,"$10,000 - $19,999",Openness to Revised Impressions,1
29.590028,-98.525262,"$20,000 - $29,999",Reliance on First Impressions,1
29.590148,-96.35207,"Less than $10,000",Reliance on First Impressions,1
29.59191,-82.08732,"$10,000 - $19,999",Openness to Revised Impressions,1
29.610135,-81.884332,"$10,000 - $19,999",Openness to Revised Impressions,1
29.6188,-99.51531,"$10,000 - $19,999",Openness to Revised Impressions,1
29.620312,-95.605693,"Less than $10,000",Reliance on First Impressions,1
29.620736,-95.48615,"$20,000 - $29,999",Reliance on First Impressions,1
29.62431,-95.567968,"$30,000 - $39,999",Openness to Revised Impressions,1
29.624725,-98.624048,"Less than $10,000",Openness to Revised Impressions,1
29.627214,-98.427068,"$60,000 - $69,999",Openness to Revised Impressions,1
29.627214,-98.427068,"Less than $10,000",Reliance on First Impressions,1
29.629887,-82.396567,"Less than $10,000",Reliance on First Impressions,1
29.63135,-96.06524,"$30,000 - $39,999",Openness to Revised Impressions,1
29.634097,-98.497426,"Less than $10,000",Reliance on First Impressions,1
29.64605,-90.53925,"$30,000 - $39,999",Openness to Revised Impressions,1
29.65833,-95.381407,"$10,000 - $19,999",Openness to Revised Impressions,1
29.660485,-98.583454,"$70,000 - $79,999",Openness to Revised Impressions,1
29.662044,-94.592995,"$30,000 - $39,999",Reliance on First Impressions,1
29.66217,-94.88992,"$70,000 - $79,999",Openness to Revised Impressions,1
29.667486,-95.965953,"Less than $10,000",Openness to Revised Impressions,1
29.66868,-95.337865,"Less than $10,000",Openness to Revised Impressions,1
29.669779,-91.105354,"$50,000 - $59,999",Openness to Revised Impressions,1
29.677893,-90.0901,"$30,000 - $39,999",Openness to Revised Impressions,1
29.677893,-90.0901,"Less than $10,000",Reliance on First Impressions,1
29.681312,-82.353862,"$30,000 - $39,999",Openness to Revised Impressions,1
29.681312,-82.353862,"$60,000 - $69,999",Openness to Revised Impressions,1
29.681312,-82.353862,"Less than $10,000",Openness to Revised Impressions,1
29.681312,-82.353862,"Less than $10,000",Reliance on First Impressions,1
29.682383,-82.201383,"Less than $10,000",Reliance on First Impressions,1
29.683764,-90.627822,Prefer not to say,Reliance on First Impressions,1
29.687947,-95.515725,"Less than $10,000",Openness to Revised Impressions,1
29.690514,-98.401812,"$20,000 - $29,999",Openness to Revised Impressions,1
29.692879,-91.251811,"$20,000 - $29,999",Reliance on First Impressions,1
29.692879,-91.251811,"Less than $10,000",Reliance on First Impressions,1
29.693474,-97.299947,"$70,000 - $79,999",Reliance on First Impressions,1
29.693833,-90.549555,"$10,000 - $19,999",Openness to Revised Impressions,1
29.694629,-91.259347,"$10,000 - $19,999",Openness to Revised Impressions,1
29.696385,-90.944418,"Less than $10,000",Reliance on First Impressions,1
29.699688,-95.584817,"$10,000 - $19,999",Openness to Revised Impressions,1
29.709928,-97.638005,"$10,000 - $19,999",Openness to Revised Impressions,1
29.731714,-85.111304,"$10,000 - $19,999",Reliance on First Impressions,1
29.731714,-85.111304,"$20,000 - $29,999",Reliance on First Impressions,1
29.731714,-85.111304,"$60,000 - $69,999",Openness to Revised Impressions,1
29.73274,-81.88343,"$40,000 - $49,999",Openness to Revised Impressions,1
29.733283,-94.994123,"$20,000 - $29,999",Reliance on First Impressions,1
